,SuperTrend,Цвет
0,0.0,1
1,,1
2,,1
3,,1
4,,1
5,,1
6,,1
7,,1
8,,1
9,,1
10,36.498465010969156,1
11,36.609944767048745,1
12,36.759396991667124,1
13,36.794421709652255,1
14,36.794421709652255,1
15,37.0394307952728,-1
16,37.00793010441692,-1
17,37.00793010441692,-1
18,37.00793010441692,-1
19,36.905133667323284,-1
20,36.846318261186354,-1
21,36.42593315281069,1
22,36.46189664687719,1
23,36.58156377365362,1
24,36.64840229708605,1
25,36.64840229708605,1
26,36.64840229708605,1
27,36.64840229708605,1
28,37.00174068203653,-1
29,36.93128044238797,-1
30,36.929058194486664,-1
31,36.91546925055809,-1
32,36.57744184758431,-1
33,36.57744184758431,-1
34,36.41405480306956,-1
35,36.24101021761609,-1
36,36.24101021761609,-1
37,36.24101021761609,-1
38,36.24101021761609,-1
39,36.24101021761609,-1
40,36.24101021761609,-1
41,35.968740140776475,1
42,35.968740140776475,1
43,35.968740140776475,1
44,36.04120435813707,1
45,36.05520612927172,1
46,36.12057588627382,1
47,36.19168520729436,1
48,36.19168520729436,1
49,36.38281013889088,1
50,36.38281013889088,1
51,36.38281013889088,1
52,36.38281013889088,1
53,36.38281013889088,1
54,36.38281013889088,1
55,36.77877427809999,-1
56,36.77877427809999,-1
57,36.7697159988751,-1
58,36.7697159988751,-1
59,36.7697159988751,-1
60,36.7697159988751,-1
61,36.70314756767235,-1
62,36.70314756767235,-1
63,36.693516061626354,-1
64,36.693516061626354,-1
65,36.467912589298706,1
66,36.51187750439476,1
67,36.709189592444126,1
68,36.709189592444126,1
69,36.92313587429654,1
70,36.92313587429654,1
71,36.92313587429654,1
72,36.92313587429654,1
73,36.92313587429654,1
74,36.92313587429654,1
75,37.22554508985747,-1
76,37.22554508985747,-1
77,37.22554508985747,-1
78,37.014848098072925,1
79,37.027866448462966,1
80,37.027866448462966,1
81,37.027866448462966,1
82,37.027866448462966,1
83,37.027866448462966,1
84,37.027866448462966,1
85,37.027866448462966,1
86,37.027866448462966,1
87,37.027866448462966,1
88,37.027866448462966,1
89,37.13857655301534,-1
90,36.850469803710105,-1
91,36.850469803710105,-1
92,36.850469803710105,-1
93,36.850469803710105,-1
94,36.850469803710105,-1
95,36.850469803710105,-1
96,36.850469803710105,-1
97,36.850469803710105,-1
98,36.850469803710105,-1
99,36.850469803710105,-1
100,36.850469803710105,-1
101,36.850469803710105,-1
102,36.850469803710105,-1
103,36.807290241740866,-1
104,36.807290241740866,-1
105,36.72305542149617,-1
106,36.64799963153224,-1
107,36.55570002029126,-1
108,36.55570002029126,-1
109,36.3054672198489,-1
110,36.3054672198489,-1
111,36.3054672198489,-1
112,36.3054672198489,-1
113,36.3054672198489,-1
114,36.3054672198489,-1
115,36.3054672198489,-1
116,36.3054672198489,-1
117,36.3054672198489,-1
118,36.3054672198489,-1
119,36.11957402737062,1
120,36.51236644796933,1
121,36.549629795218806,1
122,37.04591648556212,1
123,38.0190744972075,1
124,38.43016705509833,1
125,38.63290020702027,1
126,39.56710988034463,1
127,39.56710988034463,1
128,39.56710988034463,1
129,39.56710988034463,1
130,39.56710988034463,1
131,39.56710988034463,1
132,39.56710988034463,1
133,39.56710988034463,1
134,39.56710988034463,1
135,39.56710988034463,1
136,39.56710988034463,1
137,39.88932097010767,1
138,39.88932097010767,1
139,39.97425000211462,1
140,39.97425000211462,1
141,39.97425000211462,1
142,39.97425000211462,1
143,40.23541867672189,1
144,40.23541867672189,1
145,40.405839134617445,1
146,40.405839134617445,1
147,40.405839134617445,1
148,40.405839134617445,1
149,40.405839134617445,1
150,40.405839134617445,1
151,40.405839134617445,1
152,40.405839134617445,1
153,40.4371888630674,1
154,40.56971997878428,1
155,40.56971997878428,1
156,40.56971997878428,1
157,40.56971997878428,1
158,40.56971997878428,1
159,40.56971997878428,1
160,40.56971997878428,1
161,40.56971997878428,1
162,40.619487101305516,-1
163,40.401538392116244,-1
164,40.401538392116244,-1
165,40.401538392116244,-1
166,40.401538392116244,-1
167,40.28476783680115,-1
168,40.03454105327048,-1
169,40.03454105327048,-1
170,39.47627174715569,1
171,39.47627174715569,1
172,39.515030115314175,1
173,39.63702710398897,1
174,39.684574393535996,1
175,39.94811695431549,1
176,39.94811695431549,1
177,39.94811695431549,1
178,40.441952740286595,-1
179,40.22075746637918,-1
180,40.184181719717614,-1
181,40.184181719717614,-1
182,40.0645128064703,1
183,40.0645128064703,1
184,40.0645128064703,1
185,40.0645128064703,1
186,40.0645128064703,1
187,40.623148591929265,1
188,40.72283373277301,1
189,40.72283373277301,1
190,40.72283373277301,1
191,40.85136579134364,1
192,40.85136579134364,1
193,40.85136579134364,1
194,40.85136579134364,1
195,41.22637065427582,-1
196,41.22637065427582,-1
197,41.22637065427582,-1
198,41.22637065427582,-1
199,40.87699703634533,-1
200,40.87699703634533,-1
201,40.76819259943888,-1
202,40.72287333947768,-1
203,40.57833600551857,-1
204,40.5212524049565,-1
205,40.5212524049565,-1
206,40.5212524049565,-1
207,40.38987050320691,-1
208,40.34663345288144,-1
209,40.196470107591885,-1
210,40.196470107591885,-1
211,40.196470107591885,-1
212,40.196470107591885,-1
213,39.72566428759672,-1
214,39.54059785883784,-1
215,38.96928807297638,-1
216,38.96928807297638,-1
217,38.96928807297638,-1
218,38.3500864948028,1
219,38.64882784532597,1
220,38.64882784532597,1
221,38.80010055471722,1
222,38.80010055471722,1
223,38.80010055471722,1
224,38.80010055471722,1
225,39.00807797395278,1
226,39.30277017655783,1
227,39.30277017655783,1
228,39.915306156987995,-1
229,39.85227554128859,-1
230,39.85227554128859,-1
231,39.85227554128859,-1
232,39.85227554128859,-1
233,39.63722526735962,1
234,39.63722526735962,1
235,40.28980246656023,1
236,40.28980246656023,1
237,40.36471499791421,1
238,40.36471499791421,1
239,40.397419148311236,1
240,40.41767723348049,1
241,40.5576595101326,1
242,40.5576595101326,1
243,40.65580420320759,1
244,40.75347378288696,1
245,40.75347378288696,1
246,40.78071376413862,1
247,40.83439238772489,1
248,41.0629531489523,1
249,41.20865783405711,1
250,41.420292050651376,1
251,41.97701284558581,1
252,41.97701284558581,1
253,41.97701284558581,1
254,41.97701284558581,1
255,41.97701284558581,1
256,41.97701284558581,1
257,41.97701284558581,1
258,41.97701284558581,1
259,41.97701284558581,1
260,41.97701284558581,1
261,41.97701284558581,1
262,41.97701284558581,1
263,41.97701284558581,1
264,41.97701284558581,1
265,41.97701284558581,1
266,41.97701284558581,1
267,42.02658919692553,-1
268,41.86718027723296,-1
269,41.72971224950968,-1
270,41.457741024558736,-1
271,41.457741024558736,-1
272,41.172454770107414,1
273,41.185709293096686,1
274,41.28763836378702,1
275,41.28763836378702,1
276,41.28763836378702,1
277,41.28763836378702,1
278,41.28763836378702,1
279,41.543443622567395,-1
280,41.451099260310656,-1
281,41.15573933427959,-1
282,41.15573933427959,-1
283,40.796298860766484,-1
284,40.68941897468983,-1
285,40.629227077220854,-1
286,40.629227077220854,-1
287,40.629227077220854,-1
288,40.04633596070599,1
289,40.16345236463539,1
290,40.16345236463539,1
291,40.174121415354676,1
292,40.51170927381921,1
293,40.51170927381921,1
294,40.51170927381921,1
295,40.51170927381921,1
296,40.51170927381921,1
297,40.51170927381921,1
298,40.51170927381921,1
299,40.51170927381921,1
300,40.80121636536792,-1
301,40.74309472883113,-1
302,40.73853525594802,-1
303,40.73853525594802,-1
304,40.73853525594802,-1
305,40.545689701586106,-1
306,40.313120731427496,-1
307,40.24430865828475,-1
308,40.24430865828475,-1
309,40.24430865828475,-1
310,40.24430865828475,-1
