Value Classic,Value Signal,Time
0.06296582300203823,0.07168603000374547,2022-10-12 01:00:00+05:00
0.05910794900248462,0.0691704138034933,2022-10-12 01:30:00+05:00
0.051024338900244715,0.0655411988228436,2022-10-12 12:00:00+05:00
0.046502714587663974,0.061733501975807674,2022-10-12 12:30:00+05:00
0.03884044238164819,0.057154890056975785,2022-10-12 13:00:00+05:00
0.02800714715036179,0.051325341475652986,2022-10-12 13:30:00+05:00
0.0184026321155919,0.04474079960364077,2022-10-12 14:00:00+05:00
0.004685104585611555,0.03672966060003493,2022-10-12 14:30:00+05:00
0.0014627100298056916,0.029676270485989083,2022-10-12 15:00:00+05:00
-0.003471789522802027,0.02304665848423086,2022-10-12 15:30:00+05:00
0.005465246890651088,0.019530376165514906,2022-10-12 16:00:00+05:00
0.004427708503580874,0.016509842633128102,2022-10-12 16:30:00+05:00
0.002367782889738379,0.013681430684450158,2022-10-12 17:00:00+05:00
-0.0016662646184251173,0.010611891623875103,2022-10-12 17:30:00+05:00
-0.00042038999241711394,0.00840543530061666,2022-10-12 18:00:00+05:00
-0.00023720742226984726,0.0066769067560393585,2022-10-12 18:30:00+05:00
-9.098509611860095e-05,0.0053233283856077675,2022-10-12 19:00:00+05:00
-0.001969688571684003,0.0038647249941494133,2022-10-12 19:30:00+05:00
-0.005413462650015077,0.0020090874653165155,2022-10-12 20:00:00+05:00
-0.010443046755259644,-0.00048133937879871625,2022-10-12 20:30:00+05:00
-0.012270293028539214,-0.0028391301087468163,2022-10-12 21:00:00+05:00
-0.00917459944745147,-0.004106223976487747,2022-10-12 21:30:00+05:00
-0.0074423654514710336,-0.004773452271484405,2022-10-12 22:00:00+05:00
-0.006399249181665567,-0.005098611653520638,2022-10-12 22:30:00+05:00
-0.0055090669283259786,-0.005180702708481707,2022-10-12 23:00:00+05:00
-0.003153407705017486,-0.004775243707788863,2022-10-12 23:30:00+05:00
-0.0056593338667561,-0.004952061739582311,2022-10-13 00:00:00+05:00
-0.0051650101032549856,-0.004994651412316847,2022-10-13 00:30:00+05:00
-0.0023256964981932526,-0.004460860429492128,2022-10-13 01:00:00+05:00
-0.00047351978199827727,-0.003663392299993358,2022-10-13 01:30:00+05:00
-0.0018090107333321725,-0.003292515986661121,2022-10-13 12:00:00+05:00
